test_number,time,goal_reached,average_sii,average_rmi,total_time,average_cpu,collision_counter
1,02/02/2022 12:36:10,0,0.0,0.58,1643805359.3065805,14.53,0
2,02/02/2022 12:39:30,1,0.01,0.82,30.861764907836914,12.59,0
3,02/02/2022 12:41:42,0,0.0,0.69,1643805655.0718474,18.65,0
